경력,기업형태,복리후생,기업수
4년차,외국계(법인/투자),G8,32 
4년차,외국계(법인/투자),G9,9 
4년차,외국계(법인/투자),G10,21 
4년차,외국계(법인/투자),G11,20 
4년차,외국계(법인/투자),G12,0 
4년차,외국계(법인/투자),G13,0 
4년차,외국계(법인/투자),G14,2 
4년차,외국계(법인/투자),G15,0 
4년차,외국계(법인/투자),G16,9 
4년차,외국계(법인/투자),G17,2 
4년차,외국계(법인/투자),G18,0 
4년차,외국계(법인/투자),G19,0 
4년차,외국계(법인/투자),G20,2 
4년차,외국계(법인/투자),H1,143 
4년차,외국계(법인/투자),H2,25 
4년차,외국계(법인/투자),H3,107 
4년차,외국계(법인/투자),H4,84 
4년차,외국계(법인/투자),H5,14 
4년차,외국계(법인/투자),H6,33 
4년차,외국계(법인/투자),H7,102 
4년차,외국계(법인/투자),H8,13 
4년차,외국계(법인/투자),H9,29 
4년차,외국계(법인/투자),H10,100 
4년차,외국계(법인/투자),H11,91 
4년차,외국계(법인/투자),H12,46 
4년차,외국계(법인/투자),H13,27 
4년차,외국계(법인/투자),H14,25 
4년차,외국계(법인/투자),H15,5 
4년차,외국계(법인/투자),H16,2 
4년차,금융기관,A1,8 
4년차,금융기관,A2,2 
4년차,금융기관,A3,0 
4년차,금융기관,A4,2 
4년차,금융기관,A5,8 
4년차,금융기관,A6,3 
4년차,금융기관,A7,0 
4년차,금융기관,A8,0 
4년차,금융기관,A9,0 
4년차,금융기관,A10,0 
4년차,금융기관,A11,1 
4년차,금융기관,A12,0 
4년차,금융기관,A13,0 
4년차,금융기관,A14,0 
4년차,금융기관,A15,0 
4년차,금융기관,A16,1 
4년차,금융기관,A17,0 
4년차,금융기관,A18,0 
4년차,금융기관,A19,0 
4년차,금융기관,A20,0 
4년차,금융기관,A21,2 
4년차,금융기관,A22,0 
4년차,금융기관,B1,4 
4년차,금융기관,B2,5 
4년차,금융기관,B3,4 
4년차,금융기관,B4,11 
4년차,금융기관,B5,10 
4년차,금융기관,B6,0 
4년차,금융기관,B7,8 
4년차,금융기관,B8,1 
4년차,금융기관,B9,0 
4년차,금융기관,B10,0 
4년차,금융기관,B11,2 
4년차,금융기관,B12,3 
4년차,금융기관,B13,0 
4년차,금융기관,B14,2 
4년차,금융기관,B15,0 
4년차,금융기관,B16,0 
4년차,금융기관,B17,8 
4년차,금융기관,C1,4 
4년차,금융기관,C2,1 
4년차,금융기관,C3,2 
4년차,금융기관,C4,0 
4년차,금융기관,C5,1 
4년차,금융기관,C6,0 
4년차,금융기관,C7,0 
4년차,금융기관,C8,0 
4년차,금융기관,C9,1 
4년차,금융기관,C10,0 
4년차,금융기관,D1,2 
4년차,금융기관,D2,6 
4년차,금융기관,D3,10 
4년차,금융기관,D4,1 
4년차,금융기관,D5,10 
4년차,금융기관,D6,5 
4년차,금융기관,D7,3 
4년차,금융기관,D8,1 
4년차,금융기관,D9,0 
4년차,금융기관,D10,0 
4년차,금융기관,D11,4 
4년차,금융기관,D12,0 
4년차,금융기관,D13,2 
4년차,금융기관,D14,2 
4년차,금융기관,D15,5 
4년차,금융기관,D16,3 
4년차,금융기관,D17,1 
4년차,금융기관,D18,0 
4년차,금융기관,D19,1 
4년차,금융기관,D20,6 
4년차,금융기관,D21,1 
4년차,금융기관,D22,1 
4년차,금융기관,D23,1 
4년차,금융기관,D24,0 
4년차,금융기관,D25,4 
4년차,금융기관,D26,0 
4년차,금융기관,D27,0 
4년차,금융기관,D28,0 
4년차,금융기관,D29,0 
4년차,금융기관,D30,0 
4년차,금융기관,D31,0 
4년차,금융기관,D32,0 
4년차,금융기관,D33,2 
4년차,금융기관,E1,1 
4년차,금융기관,E2,0 
4년차,금융기관,E3,2 
4년차,금융기관,E4,0 
4년차,금융기관,E5,7 
4년차,금융기관,E6,3 
4년차,금융기관,E7,7 
4년차,금융기관,E8,0 
4년차,금융기관,E9,2 
4년차,금융기관,E10,1 
4년차,금융기관,E11,0 
4년차,금융기관,E12,0 
4년차,금융기관,E13,0 
4년차,금융기관,E14,0 
4년차,금융기관,E15,0 
4년차,금융기관,E16,0 
4년차,금융기관,E17,0 
4년차,금융기관,E18,0 
4년차,금융기관,E19,0 
4년차,금융기관,E20,0 
4년차,금융기관,E21,1 
4년차,금융기관,E22,8 
4년차,금융기관,E23,5 
4년차,금융기관,E24,0 
4년차,금융기관,E25,1 
4년차,금융기관,E26,9 
4년차,금융기관,E27,0 
4년차,금융기관,E28,1 
4년차,금융기관,E29,0 
4년차,금융기관,E30,0 
4년차,금융기관,F1,0 
4년차,금융기관,F2,0 
4년차,금융기관,F3,3 
4년차,금융기관,F4,5 
4년차,금융기관,F5,4 
4년차,금융기관,F6,3 
4년차,금융기관,F7,0 
4년차,금융기관,F8,0 
4년차,금융기관,F9,0 
4년차,금융기관,F10,0 
4년차,금융기관,F11,0 
4년차,금융기관,F12,0 
4년차,금융기관,F13,0 
4년차,금융기관,F14,0 
4년차,금융기관,G1,0 
4년차,금융기관,G2,0 
4년차,금융기관,G3,0 
4년차,금융기관,G4,0 
4년차,금융기관,G5,0 
4년차,금융기관,G6,0 
4년차,금융기관,G7,1 
4년차,금융기관,G8,1 
4년차,금융기관,G9,0 
4년차,금융기관,G10,0 
4년차,금융기관,G11,1 
4년차,금융기관,G12,0 
4년차,금융기관,G13,0 
4년차,금융기관,G14,0 
4년차,금융기관,G15,0 
4년차,금융기관,G16,1 
4년차,금융기관,G17,0 
4년차,금융기관,G18,0 
4년차,금융기관,G19,0 
4년차,금융기관,G20,0 
4년차,금융기관,H1,7 
4년차,금융기관,H2,5 
4년차,금융기관,H3,5 
4년차,금융기관,H4,6 
4년차,금융기관,H5,0 
4년차,금융기관,H6,0 
4년차,금융기관,H7,9 
4년차,금융기관,H8,5 
4년차,금융기관,H9,0 
4년차,금융기관,H10,5 
4년차,금융기관,H11,5 
4년차,금융기관,H12,1 
4년차,금융기관,H13,0 
4년차,금융기관,H14,1 
4년차,금융기관,H15,0 
4년차,금융기관,H16,0 
4년차,공기업,A1,7 
4년차,공기업,A2,5 
4년차,공기업,A3,0 
4년차,공기업,A4,0 
4년차,공기업,A5,0 
4년차,공기업,A6,0 
4년차,공기업,A7,1 
4년차,공기업,A8,1 
4년차,공기업,A9,0 
4년차,공기업,A10,2 
4년차,공기업,A11,1 
4년차,공기업,A12,0 
4년차,공기업,A13,0 
4년차,공기업,A14,0 
4년차,공기업,A15,0 
4년차,공기업,A16,0 
4년차,공기업,A17,2 
4년차,공기업,A18,1 
4년차,공기업,A19,0 
4년차,공기업,A20,0 
4년차,공기업,A21,0 
4년차,공기업,A22,0 
4년차,공기업,B1,1 
4년차,공기업,B2,2 
4년차,공기업,B3,0 
4년차,공기업,B4,0 
4년차,공기업,B5,2 
4년차,공기업,B6,1 
4년차,공기업,B7,9 
4년차,공기업,B8,0 
4년차,공기업,B9,3 
4년차,공기업,B10,2 
4년차,공기업,B11,1 
4년차,공기업,B12,0 
4년차,공기업,B13,1 
4년차,공기업,B14,1 
4년차,공기업,B15,0 
4년차,공기업,B16,0 
4년차,공기업,B17,12 
4년차,공기업,C1,8 
4년차,공기업,C2,3 
4년차,공기업,C3,1 
4년차,공기업,C4,0 
4년차,공기업,C5,0 
4년차,공기업,C6,0 
4년차,공기업,C7,0 
4년차,공기업,C8,0 
4년차,공기업,C9,0 
4년차,공기업,C10,0 
4년차,공기업,D1,4 
4년차,공기업,D2,0 
4년차,공기업,D3,2 
4년차,공기업,D4,1 
4년차,공기업,D5,0 
4년차,공기업,D6,0 
4년차,공기업,D7,0 
4년차,공기업,D8,0 
4년차,공기업,D9,0 
4년차,공기업,D10,0 
4년차,공기업,D11,0 
4년차,공기업,D12,0 
4년차,공기업,D13,2 
4년차,공기업,D14,0 
4년차,공기업,D15,0 
4년차,공기업,D16,1 
4년차,공기업,D17,8 
4년차,공기업,D18,2 
4년차,공기업,D19,1 
4년차,공기업,D20,4 
4년차,공기업,D21,0 
4년차,공기업,D22,1 
4년차,공기업,D23,0 
4년차,공기업,D24,2 
4년차,공기업,D25,3 
4년차,공기업,D26,0 
4년차,공기업,D27,0 
4년차,공기업,D28,0 
4년차,공기업,D29,0 
4년차,공기업,D30,0 
4년차,공기업,D31,0 
4년차,공기업,D32,0 
4년차,공기업,D33,1 
4년차,공기업,E1,1 
4년차,공기업,E2,4 
4년차,공기업,E3,3 
4년차,공기업,E4,0 
4년차,공기업,E5,5 
4년차,공기업,E6,1 
4년차,공기업,E7,2 
4년차,공기업,E8,0 
4년차,공기업,E9,1 
4년차,공기업,E10,2 
4년차,공기업,E11,3 
4년차,공기업,E12,2 
4년차,공기업,E13,1 
4년차,공기업,E14,3 
4년차,공기업,E15,3 
4년차,공기업,E16,0 
4년차,공기업,E17,0 
4년차,공기업,E18,2 
4년차,공기업,E19,1 
4년차,공기업,E20,0 
4년차,공기업,E21,0 
4년차,공기업,E22,5 
4년차,공기업,E23,0 
4년차,공기업,E24,1 
4년차,공기업,E25,0 
4년차,공기업,E26,6 
4년차,공기업,E27,0 
4년차,공기업,E28,0 
4년차,공기업,E29,0 
4년차,공기업,E30,0 
4년차,공기업,F1,0 
4년차,공기업,F2,0 
4년차,공기업,F3,0 
4년차,공기업,F4,5 
4년차,공기업,F5,7 
4년차,공기업,F6,8 
4년차,공기업,F7,0 
4년차,공기업,F8,1 
4년차,공기업,F9,0 
4년차,공기업,F10,0 
4년차,공기업,F11,0 
4년차,공기업,F12,0 
4년차,공기업,F13,0 
4년차,공기업,F14,0 
4년차,공기업,G1,0 
4년차,공기업,G2,1 
4년차,공기업,G3,7 
4년차,공기업,G4,0 
4년차,공기업,G5,0 
4년차,공기업,G6,0 
4년차,공기업,G7,1 
4년차,공기업,G8,1 
4년차,공기업,G9,1 
4년차,공기업,G10,1 
4년차,공기업,G11,1 
4년차,공기업,G12,0 
4년차,공기업,G13,0 
4년차,공기업,G14,0 
4년차,공기업,G15,0 
4년차,공기업,G16,0 
4년차,공기업,G17,1 
4년차,공기업,G18,0 
4년차,공기업,G19,0 
4년차,공기업,G20,0 
4년차,공기업,H1,10 
4년차,공기업,H2,3 
4년차,공기업,H3,4 
4년차,공기업,H4,6 
4년차,공기업,H5,0 
4년차,공기업,H6,6 
4년차,공기업,H7,7 
4년차,공기업,H8,0 
4년차,공기업,H9,3 
4년차,공기업,H10,3 
4년차,공기업,H11,3 
4년차,공기업,H12,0 
4년차,공기업,H13,1 
4년차,공기업,H14,1 
4년차,공기업,H15,0 
4년차,공기업,H16,2 
4년차,교육기관,A1,3 
4년차,교육기관,A2,0 
4년차,교육기관,A3,0 
4년차,교육기관,A4,1 
4년차,교육기관,A5,6 
4년차,교육기관,A6,0 
4년차,교육기관,A7,0 
4년차,교육기관,A8,0 
4년차,교육기관,A9,0 
4년차,교육기관,A10,0 
4년차,교육기관,A11,0 
4년차,교육기관,A12,1 
4년차,교육기관,A13,0 
4년차,교육기관,A14,0 
4년차,교육기관,A15,0 
4년차,교육기관,A16,0 
4년차,교육기관,A17,0 
4년차,교육기관,A18,0 
4년차,교육기관,A19,0 
4년차,교육기관,A20,0 
4년차,교육기관,A21,0 
4년차,교육기관,A22,0 
4년차,교육기관,B1,4 
4년차,교육기관,B2,6 
4년차,교육기관,B3,3 
4년차,교육기관,B4,6 
4년차,교육기관,B5,6 
4년차,교육기관,B6,2 
4년차,교육기관,B7,9 
4년차,교육기관,B8,2 
4년차,교육기관,B9,0 
4년차,교육기관,B10,0 
4년차,교육기관,B11,3 
4년차,교육기관,B12,0 
4년차,교육기관,B13,0 
4년차,교육기관,B14,2 
4년차,교육기관,B15,0 
4년차,교육기관,B16,0 
4년차,교육기관,B17,17 
4년차,교육기관,C1,9 
4년차,교육기관,C2,0 
4년차,교육기관,C3,9 
4년차,교육기관,C4,0 
4년차,교육기관,C5,0 
4년차,교육기관,C6,0 
4년차,교육기관,C7,0 
4년차,교육기관,C8,0 
4년차,교육기관,C9,0 
4년차,교육기관,C10,2 
4년차,교육기관,D1,1 
4년차,교육기관,D2,4 
4년차,교육기관,D3,10 
4년차,교육기관,D4,5 
4년차,교육기관,D5,9 
4년차,교육기관,D6,6 
4년차,교육기관,D7,1 
4년차,교육기관,D8,0 
4년차,교육기관,D9,6 
4년차,교육기관,D10,0 
4년차,교육기관,D11,3 
4년차,교육기관,D12,3 
4년차,교육기관,D13,0 
4년차,교육기관,D14,3 
4년차,교육기관,D15,4 
4년차,교육기관,D16,6 
4년차,교육기관,D17,1 
4년차,교육기관,D18,0 
4년차,교육기관,D19,3 
4년차,교육기관,D20,3 
4년차,교육기관,D21,0 
4년차,교육기관,D22,0 
4년차,교육기관,D23,1 
4년차,교육기관,D24,0 
4년차,교육기관,D25,4 
4년차,교육기관,D26,0 
4년차,교육기관,D27,0 
4년차,교육기관,D28,0 
4년차,교육기관,D29,0 
4년차,교육기관,D30,0 
4년차,교육기관,D31,0 
4년차,교육기관,D32,0 
4년차,교육기관,D33,0 
4년차,교육기관,E1,0 
4년차,교육기관,E2,0 
4년차,교육기관,E3,8 
4년차,교육기관,E4,0 
4년차,교육기관,E5,9 
4년차,교육기관,E6,4 
4년차,교육기관,E7,2 
4년차,교육기관,E8,0 
4년차,교육기관,E9,3 
4년차,교육기관,E10,0 
4년차,교육기관,E11,0 
4년차,교육기관,E12,0 
4년차,교육기관,E13,0 
4년차,교육기관,E14,0 
4년차,교육기관,E15,0 
4년차,교육기관,E16,0 
4년차,교육기관,E17,0 
4년차,교육기관,E18,0 
4년차,교육기관,E19,0 
4년차,교육기관,E20,0 
4년차,교육기관,E21,1 
4년차,교육기관,E22,3 
4년차,교육기관,E23,1 
4년차,교육기관,E24,0 
4년차,교육기관,E25,0 
4년차,교육기관,E26,3 
4년차,교육기관,E27,0 
4년차,교육기관,E28,0 
4년차,교육기관,E29,0 
4년차,교육기관,E30,0 
4년차,교육기관,F1,0 
4년차,교육기관,F2,0 
4년차,교육기관,F3,0 
4년차,교육기관,F4,6 
4년차,교육기관,F5,6 
4년차,교육기관,F6,4 
4년차,교육기관,F7,0 
4년차,교육기관,F8,0 
4년차,교육기관,F9,0 
4년차,교육기관,F10,0 
4년차,교육기관,F11,0 
4년차,교육기관,F12,0 
4년차,교육기관,F13,0 
4년차,교육기관,F14,0 
4년차,교육기관,G1,0 
4년차,교육기관,G2,0 
4년차,교육기관,G3,0 
4년차,교육기관,G4,0 
4년차,교육기관,G5,0 
4년차,교육기관,G6,0 
4년차,교육기관,G7,3 
4년차,교육기관,G8,3 
4년차,교육기관,G9,1 
4년차,교육기관,G10,0 
4년차,교육기관,G11,1 
4년차,교육기관,G12,0 
4년차,교육기관,G13,0 
4년차,교육기관,G14,0 
4년차,교육기관,G15,0 
4년차,교육기관,G16,0 
4년차,교육기관,G17,0 
4년차,교육기관,G18,0 
4년차,교육기관,G19,0 
4년차,교육기관,G20,0 
4년차,교육기관,H1,11 
4년차,교육기관,H2,6 
4년차,교육기관,H3,5 
4년차,교육기관,H4,6 
4년차,교육기관,H5,0 
4년차,교육기관,H6,3 
4년차,교육기관,H7,3 
4년차,교육기관,H8,1 
4년차,교육기관,H9,0 
4년차,교육기관,H10,3 
4년차,교육기관,H11,5 
4년차,교육기관,H12,0 
4년차,교육기관,H13,0 
4년차,교육기관,H14,0 
4년차,교육기관,H15,0 
4년차,교육기관,H16,0 
4년차,수출입기업,A1,234 
4년차,수출입기업,A2,45 
4년차,수출입기업,A3,5 
4년차,수출입기업,A4,42 
4년차,수출입기업,A5,212 
4년차,수출입기업,A6,49 
4년차,수출입기업,A7,27 
4년차,수출입기업,A8,30 
4년차,수출입기업,A9,23 
4년차,수출입기업,A10,1 
4년차,수출입기업,A11,13 
4년차,수출입기업,A12,32 
4년차,수출입기업,A13,14 
4년차,수출입기업,A14,47 
4년차,수출입기업,A15,12 
4년차,수출입기업,A16,18 
4년차,수출입기업,A17,38 
4년차,수출입기업,A18,8 
4년차,수출입기업,A19,0 
4년차,수출입기업,A20,6 
4년차,수출입기업,A21,92 
4년차,수출입기업,A22,0 
4년차,수출입기업,B1,182 
4년차,수출입기업,B2,152 
4년차,수출입기업,B3,62 
4년차,수출입기업,B4,174 
4년차,수출입기업,B5,186 
4년차,수출입기업,B6,27 
4년차,수출입기업,B7,243 
4년차,수출입기업,B8,57 
4년차,수출입기업,B9,58 
4년차,수출입기업,B10,91 
4년차,수출입기업,B11,86 
4년차,수출입기업,B12,60 
4년차,수출입기업,B13,17 
4년차,수출입기업,B14,44 
4년차,수출입기업,B15,2 
4년차,수출입기업,B16,43 
4년차,수출입기업,B17,348 
4년차,수출입기업,C1,189 
4년차,수출입기업,C2,55 
4년차,수출입기업,C3,129 
4년차,수출입기업,C4,9 
4년차,수출입기업,C5,19 
4년차,수출입기업,C6,6 
4년차,수출입기업,C7,13 
4년차,수출입기업,C8,8 
4년차,수출입기업,C9,13 
4년차,수출입기업,C10,17 
4년차,수출입기업,D1,71 
4년차,수출입기업,D2,86 
4년차,수출입기업,D3,151 
4년차,수출입기업,D4,39 
4년차,수출입기업,D5,123 
4년차,수출입기업,D6,110 
4년차,수출입기업,D7,56 
4년차,수출입기업,D8,11 
4년차,수출입기업,D9,94 
4년차,수출입기업,D10,2 
4년차,수출입기업,D11,22 
4년차,수출입기업,D12,32 
4년차,수출입기업,D13,19 
4년차,수출입기업,D14,25 
4년차,수출입기업,D15,78 
4년차,수출입기업,D16,68 
4년차,수출입기업,D17,100 
4년차,수출입기업,D18,141 
4년차,수출입기업,D19,120 
4년차,수출입기업,D20,131 
4년차,수출입기업,D21,58 
4년차,수출입기업,D22,22 
4년차,수출입기업,D23,43 
4년차,수출입기업,D24,54 
4년차,수출입기업,D25,174 
4년차,수출입기업,D26,14 
4년차,수출입기업,D27,26 
4년차,수출입기업,D28,4 
4년차,수출입기업,D29,2 
4년차,수출입기업,D30,0 
4년차,수출입기업,D31,0 
4년차,수출입기업,D32,4 
4년차,수출입기업,D33,2 
4년차,수출입기업,E1,9 
4년차,수출입기업,E2,6 
4년차,수출입기업,E3,126 
4년차,수출입기업,E4,19 
4년차,수출입기업,E5,193 
4년차,수출입기업,E6,82 
4년차,수출입기업,E7,72 
4년차,수출입기업,E8,8 
4년차,수출입기업,E9,54 
4년차,수출입기업,E10,26 
4년차,수출입기업,E11,11 
4년차,수출입기업,E12,8 
4년차,수출입기업,E13,8 
4년차,수출입기업,E14,19 
4년차,수출입기업,E15,22 
4년차,수출입기업,E16,6 
4년차,수출입기업,E17,7 
4년차,수출입기업,E18,12 
4년차,수출입기업,E19,40 
4년차,수출입기업,E20,3 
4년차,수출입기업,E21,91 
4년차,수출입기업,E22,91 
4년차,수출입기업,E23,50 
4년차,수출입기업,E24,46 
4년차,수출입기업,E25,2 
4년차,수출입기업,E26,162 
4년차,수출입기업,E27,20 
4년차,수출입기업,E28,10 
4년차,수출입기업,E29,0 
4년차,수출입기업,E30,6 
4년차,수출입기업,F1,1 
4년차,수출입기업,F2,28 
4년차,수출입기업,F3,61 
4년차,수출입기업,F4,138 
4년차,수출입기업,F5,127 
4년차,수출입기업,F6,173 
4년차,수출입기업,F7,16 
4년차,수출입기업,F8,52 
4년차,수출입기업,F9,13 
4년차,수출입기업,F10,5 
4년차,수출입기업,F11,11 
4년차,수출입기업,F12,3 
4년차,수출입기업,F13,9 
4년차,수출입기업,F14,1 
4년차,수출입기업,G1,54 
4년차,수출입기업,G2,51 
4년차,수출입기업,G3,45 
4년차,수출입기업,G4,5 
4년차,수출입기업,G5,1 
4년차,수출입기업,G6,17 
4년차,수출입기업,G7,40 
4년차,수출입기업,G8,78 
4년차,수출입기업,G9,26 
4년차,수출입기업,G10,67 
4년차,수출입기업,G11,39 
4년차,수출입기업,G12,5 
4년차,수출입기업,G13,1 
4년차,수출입기업,G14,4 
4년차,수출입기업,G15,5 
4년차,수출입기업,G16,13 
4년차,수출입기업,G17,16 
4년차,수출입기업,G18,0 
4년차,수출입기업,G19,0 
4년차,수출입기업,G20,6 
4년차,수출입기업,H1,279 
4년차,수출입기업,H2,110 
4년차,수출입기업,H3,190 
4년차,수출입기업,H4,162 
4년차,수출입기업,H5,31 
4년차,수출입기업,H6,63 
4년차,수출입기업,H7,194 
4년차,수출입기업,H8,38 
4년차,수출입기업,H9,38 
4년차,수출입기업,H10,137 
4년차,수출입기업,H11,145 
4년차,수출입기업,H12,74 
4년차,수출입기업,H13,42 
4년차,수출입기업,H14,34 
4년차,수출입기업,H15,10 
4년차,수출입기업,H16,6 
4년차,코스닥,A1,107 
4년차,코스닥,A2,21 
4년차,코스닥,A3,4 
4년차,코스닥,A4,22 
4년차,코스닥,A5,107 
4년차,코스닥,A6,19 
4년차,코스닥,A7,15 
4년차,코스닥,A8,18 
4년차,코스닥,A9,14 
4년차,코스닥,A10,0 
4년차,코스닥,A11,8 
4년차,코스닥,A12,10 
4년차,코스닥,A13,10 
4년차,코스닥,A14,18 
4년차,코스닥,A15,8 
4년차,코스닥,A16,3 
4년차,코스닥,A17,26 
4년차,코스닥,A18,9 
4년차,코스닥,A19,0 
4년차,코스닥,A20,1 
4년차,코스닥,A21,34 
4년차,코스닥,A22,0 
4년차,코스닥,B1,83 
4년차,코스닥,B2,53 
4년차,코스닥,B3,18 
4년차,코스닥,B4,78 
4년차,코스닥,B5,76 
4년차,코스닥,B6,18 
4년차,코스닥,B7,91 
4년차,코스닥,B8,25 
4년차,코스닥,B9,19 
4년차,코스닥,B10,29 
4년차,코스닥,B11,35 
4년차,코스닥,B12,23 
4년차,코스닥,B13,5 
4년차,코스닥,B14,18 
4년차,코스닥,B15,0 
4년차,코스닥,B16,16 
4년차,코스닥,B17,132 
4년차,코스닥,C1,75 
4년차,코스닥,C2,18 
4년차,코스닥,C3,55 
4년차,코스닥,C4,0 
4년차,코스닥,C5,9 
4년차,코스닥,C6,1 
4년차,코스닥,C7,5 
4년차,코스닥,C8,4 
4년차,코스닥,C9,4 
4년차,코스닥,C10,6 
4년차,코스닥,D1,29 
4년차,코스닥,D2,41 
4년차,코스닥,D3,55 
4년차,코스닥,D4,17 
4년차,코스닥,D5,62 
4년차,코스닥,D6,54 
4년차,코스닥,D7,33 
4년차,코스닥,D8,1 
4년차,코스닥,D9,36 
4년차,코스닥,D10,2 
4년차,코스닥,D11,13 
4년차,코스닥,D12,11 
4년차,코스닥,D13,14 
4년차,코스닥,D14,9 
4년차,코스닥,D15,42 
4년차,코스닥,D16,29 
4년차,코스닥,D17,50 
4년차,코스닥,D18,46 
4년차,코스닥,D19,70 
4년차,코스닥,D20,65 
4년차,코스닥,D21,33 
4년차,코스닥,D22,15 
4년차,코스닥,D23,10 
4년차,코스닥,D24,21 
4년차,코스닥,D25,61 
4년차,코스닥,D26,8 
4년차,코스닥,D27,25 
4년차,코스닥,D28,0 
4년차,코스닥,D29,0 
4년차,코스닥,D30,0 
4년차,코스닥,D31,3 
4년차,코스닥,D32,7 
4년차,코스닥,D33,0 
4년차,코스닥,E1,15 
4년차,코스닥,E2,3 
4년차,코스닥,E3,70 
4년차,코스닥,E4,16 
4년차,코스닥,E5,76 
4년차,코스닥,E6,32 
4년차,코스닥,E7,62 
4년차,코스닥,E8,3 
4년차,코스닥,E9,29 
4년차,코스닥,E10,16 
4년차,코스닥,E11,2 
4년차,코스닥,E12,1 
4년차,코스닥,E13,2 
4년차,코스닥,E14,10 
4년차,코스닥,E15,10 
4년차,코스닥,E16,4 
4년차,코스닥,E17,2 
4년차,코스닥,E18,9 
4년차,코스닥,E19,16 
4년차,코스닥,E20,1 
4년차,코스닥,E21,37 
4년차,코스닥,E22,52 
4년차,코스닥,E23,13 
4년차,코스닥,E24,34 
4년차,코스닥,E25,1 
4년차,코스닥,E26,77 
4년차,코스닥,E27,4 
4년차,코스닥,E28,2 
4년차,코스닥,E29,0 
4년차,코스닥,E30,0 
4년차,코스닥,F1,0 
4년차,코스닥,F2,20 
4년차,코스닥,F3,25 
4년차,코스닥,F4,46 
4년차,코스닥,F5,39 
4년차,코스닥,F6,71 
4년차,코스닥,F7,2 
4년차,코스닥,F8,14 
4년차,코스닥,F9,1 
4년차,코스닥,F10,0 
4년차,코스닥,F11,2 
4년차,코스닥,F12,0 
4년차,코스닥,F13,1 
4년차,코스닥,F14,0 
4년차,코스닥,G1,29 
4년차,코스닥,G2,14 
4년차,코스닥,G3,14 
4년차,코스닥,G4,0 
4년차,코스닥,G5,0 
4년차,코스닥,G6,8 
4년차,코스닥,G7,29 
4년차,코스닥,G8,30 
4년차,코스닥,G9,14 
4년차,코스닥,G10,29 
4년차,코스닥,G11,8 
4년차,코스닥,G12,0 
4년차,코스닥,G13,0 
4년차,코스닥,G14,0 
4년차,코스닥,G15,0 
4년차,코스닥,G16,11 
4년차,코스닥,G17,3 
4년차,코스닥,G18,0 
4년차,코스닥,G19,0 
4년차,코스닥,G20,3 
4년차,코스닥,H1,111 
4년차,코스닥,H2,19 
4년차,코스닥,H3,80 
4년차,코스닥,H4,68 
4년차,코스닥,H5,34 
4년차,코스닥,H6,26 
4년차,코스닥,H7,68 
4년차,코스닥,H8,6 
4년차,코스닥,H9,31 
4년차,코스닥,H10,79 
4년차,코스닥,H11,83 
4년차,코스닥,H12,47 
4년차,코스닥,H13,20 
4년차,코스닥,H14,26 
4년차,코스닥,H15,5 
4년차,코스닥,H16,2 
4년차,코스피,A1,22 
4년차,코스피,A2,9 
4년차,코스피,A3,0 
4년차,코스피,A4,13 
4년차,코스피,A5,24 
4년차,코스피,A6,9 
4년차,코스피,A7,10 
4년차,코스피,A8,2 
4년차,코스피,A9,0 
4년차,코스피,A10,0 
4년차,코스피,A11,1 
4년차,코스피,A12,5 
4년차,코스피,A13,2 
4년차,코스피,A14,4 
4년차,코스피,A15,4 
4년차,코스피,A16,5 
4년차,코스피,A17,7 
4년차,코스피,A18,0 
4년차,코스피,A19,0 
4년차,코스피,A20,0 
4년차,코스피,A21,15 
4년차,코스피,A22,0 
4년차,코스피,B1,15 
4년차,코스피,B2,18 
4년차,코스피,B3,8 
4년차,코스피,B4,19 
4년차,코스피,B5,19 
4년차,코스피,B6,0 
4년차,코스피,B7,22 
4년차,코스피,B8,9 
4년차,코스피,B9,4 
4년차,코스피,B10,12 
4년차,코스피,B11,11 
4년차,코스피,B12,12 
4년차,코스피,B13,2 
4년차,코스피,B14,4 
4년차,코스피,B15,0 
4년차,코스피,B16,8 
4년차,코스피,B17,24 
4년차,코스피,C1,16 
4년차,코스피,C2,7 
4년차,코스피,C3,4 
4년차,코스피,C4,1 
4년차,코스피,C5,2 
4년차,코스피,C6,0 
4년차,코스피,C7,5 
4년차,코스피,C8,4 
4년차,코스피,C9,1 
4년차,코스피,C10,6 
4년차,코스피,D1,5 
4년차,코스피,D2,11 
4년차,코스피,D3,5 
4년차,코스피,D4,1 
4년차,코스피,D5,13 
4년차,코스피,D6,13 
4년차,코스피,D7,5 
4년차,코스피,D8,2 
4년차,코스피,D9,7 
4년차,코스피,D10,1 
4년차,코스피,D11,7 
4년차,코스피,D12,8 
4년차,코스피,D13,9 
4년차,코스피,D14,8 
4년차,코스피,D15,10 
4년차,코스피,D16,4 
4년차,코스피,D17,14 
4년차,코스피,D18,12 
4년차,코스피,D19,10 
4년차,코스피,D20,20 
4년차,코스피,D21,9 
4년차,코스피,D22,2 
4년차,코스피,D23,1 
4년차,코스피,D24,2 
4년차,코스피,D25,7 
4년차,코스피,D26,6 
4년차,코스피,D27,3 
4년차,코스피,D28,0 
4년차,코스피,D29,0 
4년차,코스피,D30,0 
4년차,코스피,D31,0 
4년차,코스피,D32,0 
4년차,코스피,D33,2 
4년차,코스피,E1,1 
4년차,코스피,E2,1 
4년차,코스피,E3,12 
4년차,코스피,E4,0 
4년차,코스피,E5,15 
4년차,코스피,E6,2 
4년차,코스피,E7,8 
